label	sms
0	Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
0	Thanx but my birthday is over already.
0	Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip
0	Dear where you. Call me
0	Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .
1	18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
0	Tell them the drug dealer's getting impatient
0	Hi mom we might be back later than  &lt;#&gt; 
1	Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply.
0	Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
1	Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
0	Dear how you. Are you ok?
0	Well that must be a pain to catch
0	Jus chillaxin, what up
0	No problem baby. Is this is a good time to talk? I called and left a message.
0	I'll let you know when it kicks in
0	\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY
0	For my family happiness..
0	Oh god. I'm gonna Google nearby cliffs now.
0	Well. Balls. Time to make calls
0	We have all rounder:)so not required:)
0	Yo we are watching a movie on netflix
0	All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
0	As usual u can call me ard 10 smth.
0	Cool, what time you think you can get here?
1	4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs
0	I sent lanre fakeye's Eckankar details to the mail box
0	Sounds great! Are you home now?
0	Are you going to write ccna exam this week??
0	Wife.how she knew the time of murder exactly
0	K..k:)how much does it cost?
0	Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
0	oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight
0	Great. P diddy is my neighbor and comes for toothpaste every morning
1	You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
0	If u dun drive then how i go 2 sch.
0	Dude sux for snake. He got old and raiden got buff
0	I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.
0	Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc
0	K go and sleep well. Take rest:-).
0	Sorry my roommates took forever, it ok if I come by now?
0	Have you always been saying welp?
1	URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !
0	If you're thinking of lifting me one then no.
0	Me too! Have a lovely night xxx
1	You have 1 new voicemail. Please call 08719181503
0	Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.
0	Waaaat?? Lololo ok next time then!
0	Mathews or tait or edwards or anderson
0	No:-)i got rumour that you going to buy apartment in chennai:-)
0	Package all your programs well
0	Nope. Meanwhile she talk say make i greet you.
0	Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
0	We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
0	Wot is u up 2 then bitch?
0	Y Ì_ wan to go there? C doctor?
0	House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?
0	It certainly puts things into perspective when something like this happens
0	The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe
0	Lol ok. I'll snatch her purse too.
0	I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
0	2marrow only. Wed at  &lt;#&gt;  to 2 aha.
0	Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.
0	Aiyo please Ì_ got time meh.
0	Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
0	What time you coming down later? 
1	December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
0	No problem with the renewal. I.ll do it right away but i dont know his details.
0	A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'
0	U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
0	Could you not read me, my Love ? I answered you
0	Sorry de i went to shop.
0	Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.
0	R u saying i should re order the slippers cos i had to pay for returning it.
0	I'm fine. Hope you are also
1	January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)
0	Sure thing big man. i have hockey elections at 6, shouldnÛ÷t go on longer than an hour though
0	Yeah, that's fine! It's å£6 to get in, is that ok? 
0	Yeah I don't see why not
0	No my mum went 2 dentist.
0	Okay. No no, just shining on. That was meant to be signing, but that sounds better.
0	O ic lol. Should play 9 doors sometime yo
0	I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
0	ÌÏ only send me the contents page...
0	Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.
0	I HAVE A DATE ON SUNDAY WITH WILL!!
0	Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
0	Aight no rush, I'll ask jay
0	We will meet soon princess! Ttyl!
0	I'm at home. Please call
0	It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
0	ITS A LAPTOP TAKE IT WITH YOU.
1	XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL
0	K.k:)when are you going?
0	K tell me anything about you.
0	Sorry, I'll call later
0	I like to talk pa but am not able to. I dont know y.
0	Sorry, I'll call later
0	Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone
0	"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."""
0	You call him and tell now infront of them. Call him now.
0	Poor girl can't go one day lmao
0	Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*
0	Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
0	Found it, ENC  &lt;#&gt; , where you at?
0	The evo. I just had to download flash. Jealous?
0	WHO ARE YOU SEEING?
0	Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know
0	I like you peoples very much:) but am very shy pa.
0	Aight, lemme know what's up
0	Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...
0	TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD
0	You call times job today ok umma and ask them to speed up
0	LOL ... Have you made plans for new years?
1	PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
1	Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
0	Ok i juz receive..
0	Come to mahal bus stop.. &lt;DECIMAL&gt;
0	Yep. I do like the pink furniture tho.
0	Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
1	Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'
0	Well you told others you'd marry them...
0	Still at west coast... Haiz... ÌÏ'll take forever to come back...
0	Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.
0	Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........
0	Shall i come to get pickle
0	"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\""ham"""
0	I can send you a pic if you like :)
0	I just cooked a rather nice salmon a la you
0	On ma way to school. Can you pls send me ashley's number
0	Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.
0	If you don't respond imma assume you're still asleep and imma start calling n shit
0	I will once i get home
0	How come u got nothing to do?
0	That depends. How would you like to be treated? :)
0	Tick, tick, tick ... Babe
0	Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
0	I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
0	Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
0	:-) :-)
0	When you came to hostel.
0	I love your ass! Do you enjoy doggy style? :)
0	Ic. There are a lotta childporn cars then.
0	did u get that message
0	I'm in a movie. Call me 4 wat?
0	U 2.
0	No one interested. May be some business plan.
0	That's my honeymoon outfit. :)
0	Is ur paper today in e morn or aft?
0	Hey gals...U all wanna meet 4 dinner at nÌÂte? 
0	Ball is moving a lot.will spin in last :)so very difficult to bat:)
0	Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
0	Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
0	You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
0	Haha... can... But i'm having dinner with my cousin...
0	Mom wants to know where you at
0	So gd got free ice cream... I oso wan...
1	Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
0	No..its ful of song lyrics..
0	Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning
0	Dude just saw a parked car with its sunroof popped up. Sux
1	We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
0	Simply sitting and watching match in office..
0	Aight, see you in a bit
0	Yes, my reg is  Ciao!
0	S da..al r above  &lt;#&gt;
0	HMM yeah if your not too grooved out! And im looking forward to my pound special :)
0	Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. 
0	Also where's the piece
0	I'm awake oh. What's up.
0	Nah im goin 2 the wrks with j wot bout u?
0	Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... 
0	Sorry that was my uncle. I.ll keep in touch
0	Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
0	Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
1	Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
0	Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  
0	I can't right this second, gotta hit people up first
0	Should i send you naughty pix? :)
0	May b approve panalam...but it should have more posts..
0	Do you work all this week ?
0	Or i go home first lar Ì_ wait 4 me lor.. I put down my stuff first..
0	Hmm ill have to think about it... ok you're forgiven! =D
0	Yo, the game almost over? Want to go to walmart soon
0	I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!
0	I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
0	Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
0	ÌÏ still attending da talks?
0	Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
0	Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
0	I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
0	Shall i start from hear.
0	I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
0	Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
0	This is my number by vivek..
0	That was random saw my old roomate on campus. He graduated
0	Where r we meeting?
0	Shopping lor. Them raining mah hard 2 leave orchard.
0	ÌÏ still got lessons?  ÌÏ in sch?
0	Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
0	Try neva mate!!
0	What he said is not the matter. My mind saying some other matter is there.
0	Lol enjoy role playing much?
0	Having lunch:)you are not in online?why?
0	Yes:)from last week itself i'm taking live call.
0	i cant talk to you now.i will call when i can.dont keep calling.
0	Thanx a lot 4 ur help!
0	I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
0	Change again... It's e one next to escalator...
1	Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
0	Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! 
0	Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
0	Can u get pic msgs to your phone?
0	Yo carlos, a few friends are already asking me about you, you working at all this weekend?
0	How are you with moneY...as in to you...money aint a thing....how are you sha!
0	HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ
0	Cant think of anyone with * spare room off * top of my head
0	That's the trouble with classes that go well - you're due a dodgey one Û_ Expecting mine tomo! See you for recovery, same time, same place 
1	SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE
0	I like to think there's always the possibility of being in a pub later.
0	Good stuff, will do.
0	Tmrw. Im finishing 9 doors
0	That's one of the issues but california is okay. No snow so its manageable
0	Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
0	From here after The performance award is calculated every two month.not for current one month period..
1	TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!
0	Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u 
0	Will you come online today night
1	You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
0	She told to hr that he want posting in chennai:)because i'm working here:)
0	FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT
0	I think its far more than that but find out. Check google maps for a place from your dorm.
0	Try to do something dear. You read something for exams
0	No problem. Talk to you later
0	University of southern california.
0	I want to see your pretty pussy...
0	Ya:)going for restaurant..
1	XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription 
1	5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
0	What not under standing.
0	Haha... dont be angry with yourself... Take it as a practice for the real thing. =) 
0	Merry Christmas to you too babe, i love ya *kisses*
0	Pls accept me for one day. Or am begging you change the number.
0	Sir, I am waiting for your mail.
1	Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
1	lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
0	Cool. So how come you havent been wined and dined before?
0	Aight sorry I take ten years to shower. What's the plan?
0	Great escape. I fancy the bridge but needs her lager. See you tomo 
0	Do u noe how 2 send files between 2 computers?
0	K I'm ready,  &lt;#&gt; ?
0	Yes I know the cheesy songs from frosty the snowman :)
0	The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.
1	Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
0	Yes. It's all innocent fun. O:-)
0	Hey come online! Use msn... We are all there
1	WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
0	Anything lar...
0	Prabha..i'm soryda..realy..frm heart i'm sory
0	Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
0	Yeah, don't go to bed, I'll be back before midnight
0	Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...
0	He is world famamus....
0	Yeah whatever lol
0	Hello- thanx for taking that call. I got a job! Starts on monday!
0	Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.
1	You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
0	Your daily text from me ÛÒ a favour this time
0	Fine i miss you very much.
0	ÌÏ ready then call me...
0	Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
0	Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.
0	Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
0	Dunno da next show aft 6 is 850. Toa payoh got 650.
0	Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out
0	Lolnice. I went from a fish to ..water.?
0	No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..
0	Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)
0	Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
0	Infact happy new year. How are you where are you when are we seeing
0	Shopping? Eh ger i toking abt syd leh...Haha
0	Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... 
0	I'm wif him now buying tix lar...
0	Be sure to check your yahoo email. We sent photos yesterday
0	sure, but make sure he knows we ain't smokin yet
0	I've got  &lt;#&gt; , any way I could pick up?
0	I dont thnk its a wrong calling between us
0	i see. When we finish we have loads of loans to pay
0	No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.
0	Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
0	Hahaha..use your brain dear
0	Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
0	Sitting in mu waiting for everyone to get out of my suite so I can take a shower
0	To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola
0	Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
0	Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
1	Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
0	Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*
0	So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
0	How is your schedule next week? I am out of town this weekend.
0	Don know. I did't msg him recently.
0	"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\"""""
0	Aight, we'll head out in a few
0	IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?
0	"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit"""
0	Where can download clear movies. Dvd copies.
0	ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!
0	Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!
0	Hi da:)how is the todays class?
0	Awesome, lemme know whenever you're around
1	As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589
0	Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
0	Oh that was a forwarded message. I thought you send that to me
0	U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?
0	meet you in corporation st outside gap Û_ you can see how my mind is working!
0	No message..no responce..what happend?
0	Those were my exact intentions
0	I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?
0	You busy or can I come by at some point and figure out what we're doing tomorrow
0	Oh wow thats gay. Will firmware update help
0	Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.
0	Û_ and donÛ÷t worry weÛ÷ll have finished by march Û_ ish!
0	1's reach home call me.
0	Is ur paper in e morn or aft tmr?
0	Taka lor. Wat time u wan 2 come n look 4 us?
1	Ringtone Club: Gr8 new polys direct to your mobile every week !
0	Ok i am on the way to home hi hi
1	You have an important customer service announcement from PREMIER.
0	They will pick up and drop in car.so no problem..
0	Its hard to believe things like this. All can say lie but think twice before saying anything to me.
0	Hi:)cts employee how are you?
0	Lol boo I was hoping for a laugh
0	Water logging in desert. Geoenvironmental implications.
0	Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.
0	Haha figures, well I found the piece and priscilla's bowl
0	K will do, addie &amp; I are doing some art so I'll be here when you get home
0	ÌÏ v ma fan...
0	Where u been hiding stranger?
0	Sir send to group mail check it.
0	What you doing?how are you?
0	Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)
0	How much u trying to get?
1	HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k
0	I can't, I don't have her number!
1	Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!
0	Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....
0	Oh ok i didnt know what you meant. Yep i am baby jontin
0	And pls pls drink plenty plenty water
0	I'm at work. Please call
0	For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.
0	Hm good morning, headache anyone? :-)
0	Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
0	Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!
1	This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate
0	You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
0	I noe la... U wana pei bf oso rite... K lor, other days den...
0	U still going to the mall?
1	URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
0	Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
0	i am seeking a lady in the street and a freak in the sheets. Is that you?
0	Well, I meant as opposed to my drunken night of before
0	It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.
0	I don't know but I'm raping dudes at poker
0	Right it wasnt you who phoned it was someone with a number like yours!
0	I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
0	Ok..
1	"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!"""
0	Let me know when you've got the money so carlos can make the call
0	what is your account number?
0	Ding me on ya break fassyole! Blacko from londn
0	Short But Cute: \Be a good person
0	Nt joking seriously i told
0	Oic... Then better quickly go bathe n settle down...
1	You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
0	Was the actual exam harder than NBME
1	<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
0	Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...
1	URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU
1	U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
0	K... Must book a not huh? so going for yoga basic on sunday?
0	This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! 
0	Ok...
0	Big brotherÛ÷s really scraped the barrel with this shower of social misfits
0	Great! I have to run now so ttyl!
0	Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
0	Yeah why not, is the gang all ready
0	It vl bcum more difficult..
0	"A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
0	Really do hope the work doesnt get stressful. Have a gr8 day.
0	K k pa Had your lunch aha.
0	Dude im no longer a pisces. Im an aquarius now.
1	URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm
0	Send me your resume:-)
0	Was the farm open?
0	So why didnt you holla?
0	I'm thinking that chennai forgot to come for auction..
0	Please ask mummy to call father
0	WHORE YOU ARE UNBELIEVABLE.
0	You do got a shitload of diamonds though
0	Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.
1	Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16
1	RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50
0	At 4. Let's go to bill millers
0	"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)"""
